,起飛時間(出發),起飛地點(出發),抵達時間(出發),抵達地點(出發),起飛時間(回程),起飛地點(回程),抵達時間(回程),抵達地點(回程),航空公司,購買網站,一人價格(TWD),兩人總價(TWD),買票去！
371,07:55,TPE,15:10,GMP,10:30,ICN,12:10,TPE,大韓航空,GotoGate,16825,33650,https://tinyurl.com/2acry9re
372,13:20,TPE,16:50,ICN,10:30,ICN,12:10,TPE,大韓航空,ly.com,17954,35908,https://tinyurl.com/254kljdz
373,13:15,TPE,17:05,ICN,07:20,GMP,12:35,TPE,韓亞航空,ly.com,16810,33620,https://tinyurl.com/28wh5dn2
374,15:20,TPE,05:50,ICN,09:55,ICN,19:15,TPE,峇迪航空、澳門航空,Trip.com,12420,24840,https://tinyurl.com/23calt5k
375,16:10,TPE,19:45,ICN,22:35,ICN,12:45,TPE,中華航空、香港快運航空,Trip.com,14268,28536,https://tinyurl.com/23y5rp7x
376,20:25,TPE,13:45,ICN,14:45,ICN,20:45,TPE,香港航空,ly.com,12596,25192,https://tinyurl.com/2yj5cfpn
377,20:45,TSA,16:20,ICN,12:55,ICN,17:40,TPE,廈門航空、中國東方航空,Trip.com,12320,24640,https://tinyurl.com/2d3rtvl8
378,14:00,TSA,17:25,GMP,19:25,GMP,10:00,TPE,德威航空、大韓航空,Trip.com,14223,28446,https://tinyurl.com/27uc3lha
379,15:30,TPE,19:50,GMP,08:55,ICN,14:25,TPE,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/2d24azba
380,17:50,TPE,21:35,ICN,02:25,ICN,13:00,TPE,酷航、越捷航空,Trip.com,15409,30818,https://tinyurl.com/2d8wm5z2
381,15:20,TPE,05:50,ICN,12:35,ICN,14:10,TPE,峇迪航空、中華航空,Trip.com,14885,29770,https://tinyurl.com/2y3o2s28
382,12:20,TSA,20:45,ICN,12:00,GMP,10:15,TSA,上海航空、中國東方航空,雄獅旅遊,10523,21046,https://tinyurl.com/27w2nyr8
383,09:45,TPE,22:45,ICN,16:10,ICN,17:50,TPE,澳門航空、大韓航空,Trip.com,15339,30678,https://tinyurl.com/22kxwmox
384,14:00,TSA,17:25,GMP,20:50,ICN,22:30,TPE,德威航空、中華航空,Trip.com,18254,36508,https://tinyurl.com/2yweus3o
385,20:05,TPE,13:15,ICN,20:50,ICN,22:30,TPE,澳門航空、中華航空,Trip.com,14142,28284,https://tinyurl.com/29bve2t4
386,13:20,TPE,16:50,ICN,09:05,ICN,10:50,TPE,大韓航空、濟州航空,Trip.com,18222,36444,https://tinyurl.com/2dnwqv6y
387,11:30,TPE,18:45,GMP,07:50,ICN,09:25,TPE,大韓航空,GotoGate,17159,34318,https://tinyurl.com/239akul7
388,10:35,TPE,14:05,ICN,19:45,ICN,21:25,TPE,真航空、長榮航空,Trip.com,18263,36526,https://tinyurl.com/27oq6jzx
389,13:20,TPE,16:50,ICN,11:15,GMP,12:55,TSA,大韓航空、易斯達航空,Trip.com,18265,36530,https://tinyurl.com/2b9d6xxt
390,18:55,TPE,22:35,ICN,09:00,GMP,10:00,TPE,大韓航空,東南旅遊,11217,22434,https://tinyurl.com/22kt9csw
391,10:30,TPE,13:55,ICN,06:20,GMP,23:30,TPE,易斯達航空、濟州航空,Trip.com,13650,27300,https://tinyurl.com/28lqg4qv
392,09:25,TSA,12:55,GMP,12:35,ICN,14:10,TPE,中華航空,ly.com,18302,36604,https://tinyurl.com/2cnzbja7
393,07:55,TPE,20:05,GMP,07:50,ICN,09:25,TPE,大韓航空,ezTravel 易遊網,15741,31482,https://tinyurl.com/29jm2d7s
394,16:10,TPE,19:45,ICN,22:35,ICN,14:25,TPE,中華航空、香港快運航空,Trip.com,14054,28108,https://tinyurl.com/26xbgjfy
395,19:45,TSA,12:30,ICN,12:55,ICN,17:40,TPE,廈門航空、中國東方航空,Trip.com,13442,26884,https://tinyurl.com/2cy8nbdx
396,17:10,TPE,20:40,ICN,20:20,GMP,12:35,TPE,韓亞航空,ly.com,13972,27944,https://tinyurl.com/2cwpgsul
397,17:15,TSA,11:00,GMP,21:35,ICN,10:15,TSA,中國東方航空,GotoGate,10781,21561,https://tinyurl.com/22qm8sth
398,11:50,TPE,15:15,ICN,06:20,GMP,23:30,TPE,濟州航空,ly.com,13760,27520,https://tinyurl.com/2bck9cjh
399,09:45,TPE,13:15,ICN,09:55,ICN,16:20,TPE,澳門航空,東南旅遊,9794,19588,https://tinyurl.com/2393zgjw
400,15:20,TPE,05:50,ICN,12:45,ICN,20:30,TPE,峇迪航空、香港快運航空,Trip.com,13303,26606,https://tinyurl.com/23sral29
401,13:15,TPE,17:05,ICN,20:50,ICN,22:30,TPE,韓亞航空、中華航空,Trip.com,18340,36680,https://tinyurl.com/23f3kdlp
402,10:35,TPE,14:05,ICN,12:35,ICN,14:10,TPE,大韓航空,GotoGate,18473,36945,https://tinyurl.com/23lvwxsh
403,14:00,TSA,17:25,GMP,16:10,ICN,17:50,TPE,德威航空、大韓航空,Trip.com,18524,37048,https://tinyurl.com/25rwlvgw
404,14:50,TPE,08:25,GMP,12:35,ICN,14:10,TPE,濟州航空、中華航空,Trip.com,14308,28616,https://tinyurl.com/2xjq9833
405,20:05,TPE,13:15,ICN,16:10,ICN,17:50,TPE,澳門航空、大韓航空,Trip.com,14412,28824,https://tinyurl.com/2apth847
406,02:50,TPE,21:30,GMP,12:35,ICN,14:10,TPE,濟州航空、中華航空,Trip.com,14000,28000,https://tinyurl.com/2xn7fymw
407,15:30,TPE,20:35,ICN,08:55,ICN,14:25,TPE,中國東方航空,ly.com,9727,19454,https://tinyurl.com/2djg9xcv
408,20:45,TSA,16:20,ICN,11:40,GMP,15:40,TPE,廈門航空、釜山航空,Trip.com,13032,26064,https://tinyurl.com/2257ub49
409,15:30,TPE,11:55,ICN,08:55,ICN,14:25,TPE,中國東方航空,Mytrip,12347,24693,https://tinyurl.com/22k823p8
410,07:55,TPE,21:00,GMP,07:50,ICN,09:25,TPE,大韓航空,ezTravel 易遊網,15741,31482,https://tinyurl.com/26zzooll
411,15:15,TPE,18:45,ICN,07:50,ICN,09:25,TPE,長榮航空、真航空,Trip.com,18675,37350,https://tinyurl.com/295a4tnk
412,18:55,TPE,22:35,ICN,06:20,GMP,23:30,TPE,大韓航空、濟州航空,Trip.com,13974,27948,https://tinyurl.com/272nkpmy
413,20:05,TPE,22:45,ICN,09:55,ICN,19:15,TPE,澳門航空,燦星旅遊,9429,18858,https://tinyurl.com/2cl6httz
414,15:20,TPE,05:50,ICN,14:45,ICN,20:45,TPE,峇迪航空、香港航空,Trip.com,14101,28202,https://tinyurl.com/27seer64
415,07:55,TPE,16:40,GMP,10:30,ICN,12:10,TPE,大韓航空,ezTravel 易遊網,17129,34258,https://tinyurl.com/29rjq4kr
416,13:15,TPE,17:05,ICN,16:10,ICN,17:50,TPE,韓亞航空、大韓航空,Trip.com,18610,37220,https://tinyurl.com/2dc6pz3n
417,06:50,TPE,13:00,ICN,07:50,ICN,09:25,TPE,中華航空、真航空...,Trip.com,17977,35954,https://tinyurl.com/2dpufph7
418,14:00,TSA,17:25,GMP,22:35,ICN,12:45,TPE,德威航空、香港快運航空,Trip.com,15048,30096,https://tinyurl.com/249w5nz9
419,18:40,TPE,11:00,GMP,20:50,GMP,10:15,TSA,中國東方航空,東南旅遊,11431,22862,https://tinyurl.com/25owkwwj
420,19:45,TSA,12:30,ICN,11:40,GMP,15:40,TPE,廈門航空、釜山航空,Trip.com,14154,28308,https://tinyurl.com/25sdqqjf
421,13:20,TPE,16:50,ICN,08:55,ICN,14:25,TPE,大韓航空、中國東方航空,Trip.com,17680,35360,https://tinyurl.com/23uwyten
422,13:15,TPE,17:05,ICN,14:45,ICN,20:45,TPE,韓亞航空、香港航空,可樂旅遊,17479,34958,https://tinyurl.com/2yxv4aj3
423,15:20,TPE,05:50,ICN,13:50,GMP,15:25,TSA,峇迪航空、長榮航空,Trip.com,15644,31288,https://tinyurl.com/29z5zdw5
424,21:45,TPE,13:45,ICN,14:45,ICN,20:45,TPE,香港航空,ly.com,13881,27762,https://tinyurl.com/2cbpa67t
425,11:30,TPE,20:05,GMP,07:50,ICN,09:25,TPE,大韓航空,ezTravel 易遊網,17439,34878,https://tinyurl.com/2djudsfe
426,20:45,TSA,16:20,ICN,20:50,ICN,22:30,TPE,廈門航空、中華航空,Trip.com,14136,28272,https://tinyurl.com/2759gt3v
427,07:55,TPE,22:15,GMP,07:50,ICN,09:25,TPE,大韓航空,ezTravel 易遊網,15741,31482,https://tinyurl.com/2yp8w3bk
428,06:50,TPE,13:00,ICN,12:35,ICN,14:10,TPE,中華航空...,GotoGate,18227,36453,https://tinyurl.com/24t589dw
429,17:15,TSA,19:50,GMP,21:35,ICN,10:15,TSA,中國東方航空,GotoGate,8798,17596,https://tinyurl.com/26ejtcf5
430,09:45,TPE,22:45,ICN,09:55,ICN,08:55,TPE,澳門航空,東南旅遊,9794,19588,https://tinyurl.com/24zsnskb
431,14:50,TPE,08:25,GMP,14:45,ICN,20:45,TPE,濟州航空、香港航空,Trip.com,13524,27048,https://tinyurl.com/2xwz5yrh
432,14:00,TSA,17:25,GMP,22:35,ICN,14:25,TPE,德威航空、香港快運航空,Trip.com,14834,29668,https://tinyurl.com/2yk46teq
433,10:30,TPE,13:55,ICN,02:25,ICN,13:00,TPE,易斯達航空、越捷航空,Trip.com,16411,32822,https://tinyurl.com/28569md5
434,09:25,TSA,12:55,GMP,07:50,ICN,09:25,TPE,中華航空、真航空,Trip.com,19100,38200,https://tinyurl.com/22492uf6
435,13:15,TPE,17:05,ICN,08:40,GMP,15:40,TPE,韓亞航空,ezTravel 易遊網,17433,34866,https://tinyurl.com/22kzm8ak
436,20:45,TSA,16:20,ICN,14:45,ICN,20:45,TPE,廈門航空、香港航空,GotoGate,13038,26076,https://tinyurl.com/2bzgqj46
437,09:45,TPE,22:45,ICN,14:15,ICN,13:40,TPE,澳門航空,東南旅遊,9794,19588,https://tinyurl.com/22nwsyug
438,15:55,TPE,22:15,GMP,07:50,ICN,09:25,TPE,大韓航空,GotoGate,18381,36761,https://tinyurl.com/24joxzpa
439,11:30,TPE,21:00,GMP,07:50,ICN,09:25,TPE,大韓航空,ezTravel 易遊網,17439,34878,https://tinyurl.com/2cxv36rl
440,17:10,TPE,20:40,ICN,06:20,GMP,23:30,TPE,韓亞航空、濟州航空,Trip.com,14578,29156,https://tinyurl.com/2b32gvdo
441,20:45,TSA,16:20,ICN,16:10,ICN,17:50,TPE,廈門航空、大韓航空,Trip.com,14406,28812,https://tinyurl.com/2b9uszkg
442,19:45,TSA,12:30,ICN,20:50,ICN,22:30,TPE,廈門航空、中華航空,Trip.com,15258,30516,https://tinyurl.com/22k4hd84
443,10:35,TPE,14:05,ICN,07:50,ICN,09:25,TPE,大韓航空、真航空,GotoGate,19260,38520,https://tinyurl.com/26w5u8zy
444,18:40,TPE,11:00,GMP,12:55,ICN,10:15,TSA,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/2a6gc879
445,13:20,TPE,16:50,ICN,09:55,ICN,16:20,TPE,大韓航空、澳門航空,可樂旅遊,17829,35658,https://tinyurl.com/2azgg2as
446,13:20,TPE,16:50,ICN,10:00,ICN,11:30,TPE,大韓航空、韓亞航空,Trip.com,19314,38628,https://tinyurl.com/2apbrmhk
447,14:50,TPE,08:25,GMP,13:50,GMP,15:25,TSA,濟州航空、長榮航空,Trip.com,15067,30134,https://tinyurl.com/2alulsuo
448,16:10,TPE,19:45,ICN,09:55,ICN,16:20,TPE,大韓航空、澳門航空,可樂旅遊,17829,35658,https://tinyurl.com/2bu2pz59
449,02:50,TPE,21:30,GMP,13:50,GMP,15:25,TSA,濟州航空、長榮航空,Trip.com,14759,29518,https://tinyurl.com/23qjym5o
450,18:40,TPE,19:50,GMP,21:35,ICN,10:15,TSA,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/23fe7z74
